Title,Text
UK net users leading TV downloads,"British TV viewers lead the trend of illegally downloading US shows from the net, according to research.

New episodes of 24, Desperate Housewives and Six Feet Under, appear on the web hours after they are shown in the US, said a report. Web tracking company Envisional said 18% of downloaders were from within the UK and that downloads of TV programmes had increased by 150% in the last year. About 70% were using file-sharing program BitTorrent, the firm said. ""It's now as easy to download a pirate TV show as it is to programme a VCR,"" said Ben Coppin from Envisional. A typical episode of 24 was downloaded by about 100,000 people globally, said the report, and an estimated 20,000 of those were from within the UK.

Fans of many popular US TV programmes, like 24, usually have to wait weeks or months until the latest series is shown in the UK. But in some cases, said the report, people were able to watch the new episodes in Britain before US audiences on the west coast of the country. ""Missing a television show presents little problem to anyone with a basic knowledge of the internet,"" explained Mr Coppin.

""Two clicks and your favourite programme is downloading. In effect, the internet is now a global video recorder."" Exact figures are difficult to pin down, but it is thought that about 80,000 to 100,000 people in the UK download TV programmes. Some may just want the odd episode, others are downloading regularly. Many broadcast analysts agree that the net is radically altering the way people get content, like TV programmes. This presents a challenge to broadcasters who are concerned that channel schedules may become less important to people. It is also of concern to them because advertisements are usually cut out of the downloaded programmes. The industry has coined the term ""time-shifting"" to describe this trend of being able to watch what you want, when you want. The increased popularity of personal digital video recorders, TiVo-type boxes which automatically record programmes like Sky+, have also contributed to the trend. There are also numerous programs available on the net which automatically search and store TV programmes for viewers, effectively creating a personal video recorder on a computer.

Within half an hour, recorded episodes can be uploaded - or posted - onto file-sharing networks or other download sites. Because they tend to be shorter then full-length films, they can be processed - digitised - quickly. More people with high-speed broadband connections in the UK also means that episodes can be downloaded quickly.

According to Jupiter Research 40% of homes with broadband say it helps them pick and choose the programmes they want to see or that friends have recommended. The Envisional reports said that the TV industry should consider offering a legal way to download shows. The BBC ran a trial of what it calls the Interactive Media Player (iMP) last year, which was based on a peer-to-peer distribution model. It let people download programmes it held the rights to up to eight days after they had already aired. It is looking to do a more expansive trial later this year. The BBC already allows radio fans to hear programmes they missed online up to a week after broadcast. About six million people in the UK now have a fast, always-on net connection via cable or phone lines."
IBM puts cash behind Linux push,"IBM is spending $100m (£52m) over the next three years beefing up its commitment to Linux software.

The cash injection will be used to help its customers use Linux on every type of device from handheld computers and phones right up to powerful servers. IBM said the money will fund a variety of technical, research and marketing initiatives to boost Linux use. IBM said it had taken the step in response to greater customer demand for the open source software.

In 2004 IBM said it had seen double digit growth in the number of customers using Linux to help staff work together more closely. The money will be used to help this push towards greater collaboration and will add Linux-based elements to IBM's Workplace software. Workplace is a suite of programs and tools that allow workers to get at core business applications no matter what device they use to connect to corporate networks. One of the main focuses of the initiative will be to make it easier to use Linux-based desktop computers and mobile devices with Workplace. Even before IBM announced this latest spending boost it was one of the biggest advocates of the open source way of working. In 2001 it put $300m into a three-year Linux program and has produced Linux versions of many of its programs. Linux and the open source software movement are based on the premise that developers should be free to tinker with the core components of software programs. They reason that more open scrutiny of software produces better programs and fuels innovation."
UK pioneers digital film network,"The world's first digital cinema network will be established in the UK over the next 18 months.

The UK Film Council has awarded a contract worth £11.5m to Arts Alliance Digital Cinema (AADC), who will set up the network of up to 250 screens. AADC will oversee the selection of cinemas across the UK which will use the digital equipment. High definition projectors and computer servers will be installed to show mainly British and specialist films. Most cinemas currently have mechanical projectors but the new network will see up to 250 screens in up to 150 cinemas fitted with digital projectors capable of displaying high definition images. The new network will double the world's total of digital screens. Cinemas will be given the film on a portable hard drive and they will then copy the content to a computer server.

Each film is about 100 gigabytes and has been compressed from an original one terabyte-size file. Fiona Deans, associate director of AADC, said the compression was visually lossless so no picture degradation will occur.

The film will all be encrypted to prevent piracy and each cinema will have an individual key which will unlock the movie. ""People will see the picture quality is a bit clearer with no scratches. ""The picture will look exactly the same as when the print was first made - there is no degradation in quality over time.""

The key benefit of the digital network will be an increase in the distribution and screening of British films, documentaries and foreign language films.

""Access to specialised film is currently restricted across the UK,"" said Pete Buckingham, head of Distribution and Exhibition at the UK Film Council. ""Although a genuine variety of films is available in central London and a few other metropolitan areas, the choice for many outside these areas remains limited, and the Digital Screen Network will improve access for audiences across the UK,"" Digital prints costs less than a traditional 35mm print - giving distributors more flexibility in how they screen films, said Ms Deans. ""It can cost up to £1,500 to make a copy of a print for specialist films. ""In the digital world you can make prints for considerably less than that. ""Distributors can then send out prints to more cinemas and prints can stay in cinemas for much longer."" The UK digital network will be the first to employ 2k projectors - which are capable of showing films at resolutions of 2048 * 1080 pixels. A separate competitive process to determine which cinemas will receive the digital screening technology will conclude in May. The sheer cost of traditional prints means that some cinemas need to show them twice a day in order to recoup costs. ""Some films need word of mouth and time to build momentum - they don't need to be shown twice a day,"" explained Ms Deans. ""A cinema will often book a 35mm print in for two weeks - even if the film is a roaring success they cannot hold on to the print because it will have to go to another cinema. ""With digital prints, every cinema will have its own copy."""
EU software patent law faces axe,"The European Parliament has thrown out a bill that would have allowed software to be patented.

Politicians unanimously rejected the bill and now it must go through another round of consultation if it is to have a chance of becoming law. During consultation the software patents bill could be substantially re-drafted or even scrapped. The bill was backed by some hi-tech firms, saying they needed protections it offered to make research worthwhile.

Hugo Lueders, European director for public policy at CompTIA, an umbrella organization for technology companies, said only when intellectual property was adequately protected would European inventors prosper. He said the benefits of the bill had been obscured by special interest groups which muddied debate over the rights and wrongs of software patents. Other proponents of the bill said it was a good compromise that avoided the excesses of the American system which allows the patenting of business practices as well as software. But opponents of the bill said that it could stifle innovation, be abused by firms keen to protect existing monopolies and could hamper the growth of the open source movement. The proposed law had a troubled passage through the European parliament. Its progress was delayed twice when Polish MEPs rejected plans to adopt it. Also earlier this month the influential European Legal Affairs Committee (JURI) said the law should be re-drafted after it failed to win the support of MEPs. To become law both the European Parliament and a qualified majority of EU states have to approve of the draft wording of the bill. The latest rejection means that now the bill on computer inventions must go back to the EU for re-consideration."
Xbox power cable 'fire fear',"Microsoft has said it will replace more than 14 million power cables for its Xbox consoles due to safety concerns.

The company said the move was a ""preventative step"" after reports of fire hazard problems with the cables. It affects Xboxes made before 23 October 2003 for all regions but mainland Europe - and consoles in that region made before 13 January 2004. Microsoft said it had received 30 reports of minor injury or property damage due to faulty cables. The firm said fewer than one in 10,000 consoles had experienced component failures. The recall affects almost three quarters of all Xboxes sold around the world since its launch in 2001.

In a statement, it added: ""In almost all instances, any damage caused by these failures was contained within the console itself or limited to the tip of the power cord at the back of the console."" But in seven cases, customers reported sustaining a minor burn to their hand. In 23 cases, customers reported smoke damage, or minor damage to a carpet or entertainment centre. ""This is a preventative step we're choosing to take despite the rarity of these incidents,"" said Robbie Bach, senior vice president, Microsoft home and entertainment division. ""We regret the inconvenience, but believe offering consumers a free replacement cord is the responsible thing to do."" Consumers can order a new cable from the Xbox website or by telephoning 0800 028 9276 in the UK. Microsoft said customers would get replacement cords within two to four weeks from the time of order. It advised users to turn off their Xboxes when not in use. A follow-up to Xbox is expected to released at the end of this year or the beginning of 2006."
Global blogger action day called,"The global web blog community is being called into action to lend support to two imprisoned Iranian bloggers.

The month-old Committee to Protect Bloggers' is asking those with blogs to dedicate their sites on 22 February to the ""Free Mojtaba and Arash Day"". Arash Sigarchi and Mojtaba Saminejad are both in prison in Iran. Blogs are free sites through which people publish thoughts and opinions. Iranian authorities have been clamping down on prominent sites for some time. ""I hope this day will focus people,"" Curt Hopkins, director of the Committee, told the BBC News website.

The group has a list of actions which it says bloggers can take, including writing to local Iranian embassies. The Committee has deemed Tuesday ""Free Mojtaba and Arash Day"" as part of its first campaign. It is calling on the blogsphere - the name for the worldwide community of bloggers - to do what it can to help raise awareness of the plight of Mojtaba and Arash as well as other ""cyber-dissidents"". ""If you have a blog, the least you could do is put nothing on that blog except 'Free Mojtaba and Arash Day',"" said Mr Hopkins. ""That would mean you could see that phrase 7.1 million times. That alone will shine some light on the situation. ""If you don't have one, find one dedicated to that - it takes about 30 seconds."" Technorati, a blog search engine, tracks about six million blogs and says that more than 12,000 are added daily. A blog is created every 5.8 seconds, according to a US research think-tank.

The Committee to Protect Bloggers was started by US blogger Curt Hopkins and counts fired flight attendant blogger Ellen Simonetti as a deputy director. She has since started the International Bloggers' Bill of Rights, a global petition to protect bloggers at work. Although not the only website committed to human rights issues by any means, it aims to be the hub or organisation, information and support for bloggers in particular and their rights to freedom of speech.

The Committee, although only a month old, aims to be the focal point for blogger action on similar issues in the future, and will operate as a non-for-profit organisation. ""Blogging is in this weird no man's land. People think of it as being one thing or another depending on their point of view,"" said Mr Hopkins. ""Some think of themselves as pundits, kind of like journalists, and some like me have a private blog which is just a publishing platform. ""But they do not have a constituency and are out there in the cold.""

It is not just human rights issues in countries which have a track record of restricting what is published in the media that is of concern to bloggers. The question of bloggers and what rights they have to say what they want on their sites is a thorny one and has received much press attention recently. High profile cases in which employees have been sacked for what they have said on their personal, and often anonymous blogs, have highlighted the muddy situation that the blogsphere is currently in.

""This is a big messy argument,"" explained Mr Hopkins. He added: ""It is just such a new way of doing business, there will be clamp downs."" But the way these issues get tested is through the courts which, said Mr Hopkins, ""is part of the whole messy conversation."" ""If you haven't already got bloggers in your company, you will have them tomorrow - and if you don't have a blogger policy now you had better start looking at having one. Mr Hopkins said that the blogsphere - which is doubling every five months - was powerful because it takes so little time and expertise to create a blog. ""Everyone does this - mums, radicals, conservatives,"" he said. Many companies offer easy-to-use services to create a blog and publish it in minutes to a global community. ""That is the essential difference. What I call 'templating software' gives every single person on Earth the chance to have one. ""You don't even have to have your own computer."""
Finding new homes for old phones,"Re-using old mobile phones is not just good for the environment, it has social benefits too.

Research has found that in some developing nations old mobile phones can help close the digital divide. The Forum for the Future research found that the low cost of these recycled handsets means they can have a very useful second life in poorer nations. But the Forum found that more needed to be done to collect old phones rather than let them rot in landfill sites.

The report reveals that approximately 15 million mobile phones go out of use every year in the UK. Of the 15 million that are swapped for newer models each year, only 25% get returned to mobile phone firms for recycling or re-use. The slowly growing mass of unrecycled, discarded phones has now reached 90 million handsets, the equivalent of 9,000 tonnes of waste, estimates James Goodman, report author and a senior adviser at the Forum for the Future. ""It's quite common for people to have two or three phones just lying around,"" said Mr Goodman.

Many of these older phones could end up in landfill sites leaking the potentially toxic materials they are made of into the wider world, said Mr Goodman. Far better, he said, to hand the phone back to an operator who can send it overseas where it can enjoy a second lease of life. ""We've heard the environmental argument for handing a phone back,"" said Mr Goodman, ""but there's a strong social argument too."" Older mobile phones are proving particularly useful in poorer nations where people want to use a mobile and keep in touch with friends and family but do not have the income to buy the most up to date model. The Forum for the Future report took an in-depth look at Romania where reconditioned mobile phones were proving very popular. ""It's an interesting country because it has a really crap fixed line network,"" said Mr Goodman, ""and there's a real desire for people to get mobile phones."" But the relatively low wages in Romania, which is one of the poorest countries in Europe, mean few people can afford a shiny new phone. ""The affordability of the handsets is a real barrier to getting one,"" he said. Reconditioned handsets have boosted take-up of mobiles as the report revealed that almost one-third of Romanian pre-pay mobile phone users were using reconditioned handsets. The re-used handsets tend to be about one-third of the price of a new handset. Georgeta Minciu, a Romanian part-time cleaner, said: ""Normally a mobile phone would not be possible on my wages. I am a single parent - keeping in touch with my daughter is important to me."" ""This is the only way I can afford to have a phone,"" she said. Mr Goodman said phone operators and consumers needed to do more to ensure that more of Britain's mobile mountain made it overseas. But, he added, those keen to use a mobile will not accept any old handset. ""If its more than a few years old people are not going to want it,"" he said."
PlayStation 3 chip to be unveiled,"Details of the chip designed to power Sony's PlayStation 3 console will be released in San Francisco on Monday.

Sony, IBM and Toshiba, who have been working on the Cell processor for three years, will unveil the chip at a technology conference. The chip is reported to be up to 10 times faster than current processors. It is being designed for use in graphics workstations, the new PlayStation console, and has been described as a supercomputer on a chip. Sony has said the Cell processor could be used to bridge the gap between movies and video games. Special effects and graphics designed for films could be ported for use directly in a video game, Sony told an audience at the E3 exhibition in Los Angeles last year.

Cell could also be marketed as an ideal technology for televisions and supercomputers, and everything in between, said Kevin Krewell, the editor in chief of Microprocessor Report. The chip will be made of several different processing cores that work on tasks together. The PlayStation 3 is expected in 2006 but developers are expecting to get prototypes early next year to tune games that will appear on it at launch. Details of the chip will be released at the International Solid State Circuits Conference in San Francisco. Some details have already emerged, however. When put inside powerful computer servers, the Cell consortium expects it to be capable of handling 16 trillion floating point operations, or calculations, every second.

The chip has also been refined to be able to handle the detailed graphics common in games and the data demands of films and broadband media. IBM said it would start producing the chip in early 2005 at manufacturing plants in the US. The first machines off the line using the Cell processor will be computer workstations and servers. A working version of the PS3 is due to be shown off in May 2005 but a full launch of the next generation console is not expected to start until 2006. ""In the future, all forms of digital content will be converged and fused onto the broadband network,"" said Ken Kutaragi, chief operating officer of Sony, said last year. ""Current PC architecture is nearing its limits,"" he added."
Intel unveils laser breakthrough,"Intel has unveiled research that could mean data is soon being moved around chips at the speed of light.

Scientists at Intel have overcome a fundamental problem that before now has prevented silicon being used to generate and amplify laser light. The breakthrough should make it easier to interconnect data networks with the chips that process the information. The Intel researchers said products exploiting the breakthrough should appear by the end of the decade.

""We've overcome a fundamental limit,"" said Dr Mario Paniccia, director of Intel's photonics technology lab. Writing in the journal Nature, Dr Paniccia - and colleagues Haisheng Rong, Richard Jones, Ansheng Liu, Oded Cohen, Dani Hak and Alexander Fang - show how they have made a continuous laser from the same material used to make computer processors. Currently, says Dr Paniccia, telecommunications equipment that amplifies the laser light that travels down fibre optic cables is very expensive because of the exotic materials, such as gallium arsenide, used to make it.

Telecommunications firms and chip makers would prefer to use silicon for these light-moving elements because it is cheap and many of the problems of using it in high-volume manufacturing have been solved. ""We're trying to take our silicon competency in manufacturing and apply it to new areas,"" said Dr Paniccia. While work has been done to make some of the components that can move light around, before now silicon has not successfully been used to generate or amplify the laser light pulses used to send data over long distances. This is despite the fact that silicon is a much better amplifier of light pulses than the form of the material used in fibre optic cables. This improved amplification is due to the crystalline structure of the silicon used to make computer chips. Dr Paniccia said that the structure of silicon meant that when laser light passed through it, some colliding photons rip electrons off the atoms within the material. ""It creates a cloud of electrons sitting in the silicon and that absorbs all the light,"" he said. But the Intel researchers have found a way to suck away these errant electrons and turn silicon into a material that can both generate and amplify laser light. Even better, the laser light produced in this way can, with the help of easy-to-make filters, be tuned across a very wide range of frequencies. Semi-conductor lasers made before now have only produced light in a narrow frequency ranges. The result could be the close integration of the fibre optic cables that carry data as light with the computer chips that process it. Dr Paniccia said the work was the one of several steps needed if silicon was to be used to make components that could carry and process light in the form of data pulses. ""It's a technical validation that it can work,"" he said."
Security scares spark browser fix,"Microsoft is working on a new version of its Internet Explorer web browser.

The revamp has been prompted by Microsoft's growing concern with security as well as increased competition from rival browsers. Microsoft said the new version will be far less vulnerable to the bugs that make its current browser a favourite of tech-savvy criminals. Test versions of the new program, called IE 7, are due to be released by the summer.

The announcement about Internet Explorer was made by Bill Gates, Microsoft chairman and chief software architect, during a keynote speech at the RSA Security conference currently being held in San Francisco. Although details were scant, Mr Gates, said IE7 would include new protections against viruses, spyware and phishing scams. This last category of threats involves criminals setting up spoof websites that look identical to those of banks and try to trick people into handing over login and account information.

In a bid to shore up the poor security in IE 6, Microsoft has regularly issued updates to patch loopholes exploited by criminals and the makers of nuisance programs such as spyware. Earlier this month it released a security bulletin that patched eight critical security holes - some of which were found in the IE browser. Microsoft has also made a series of acquisitions of small firms that specialise in computer security. One of the first fruits of these acquisitions appeared last month with the release of a Microsoft anti-spyware program. An own-brand anti-virus program is due to follow by the end of 2005. The decision to make Internet Explorer 7 is widely seen as a U-turn because, before now, Microsoft said it had no need to update the browser. Typically new versions of its browser appear with successive versions of the Windows operating system. A new version of IE was widely expected to debut with the next version of Windows, codenamed Longhorn, which is due to appear in 2006. The current version of Internet Explorer is four years old, and is widely seen as falling behind rivals such as Firefox and Opera. There are also persistent rumours that search engine Google is poised to produce its own brand browser based on Firefox. In particular the Firefox browser has been winning fans and users since its first full version was released in November 2004. Estimates of how many users Firefox has won over vary widely. According to market statistics gathered by Websidestory, Firefox's market share is now about 5% of all users. However, other browser stat gatherers say the figure is closer to 15%. Some technical websites report that a majority of their visitors use the Firefox browser. Internet Explorer still dominates with a share of about 90% but this is down from a peak of almost 96% in mid-2004."
