Title,Text
Mrs Howard gets key election role,"Mrs Howard gets key election role

Michael Howard's ex-model wife, Sandra, is to play a leading role in the Conservative election campaign.

Mrs Howard will make solo visits to target seats as well as accompanying her husband on his helicopter campaign trail criss-crossing the country. Mr Howard will host a news conference at the party's London HQ every morning, Tory co-chairman Liam Fox said. ""We want Michael to be as accessible as possible,"" Mr Fox said, adding that the party was not afraid of scrutiny.

The Tory leader wanted to meet as many ordinary members of the public, Mr Fox said. Tony Blair has also said he is intending to get out and talk to as many people as possible during the election campaign. But Labour campaign chiefs say there are no plans for Mr Blair to hold a daily news conference.

Mr Fox responded by accusing the prime minister of ""hiding away from the scrutiny of London's media"". The Liberal Democrats also say they are planning to hold daily news conferences with Charles Kennedy. On Mrs Howard's role, Mr Fox said: ""Sandra has already been campaigning with Michael on a number of visits and has been undertaking short visits herself. ""That pattern will continue. It's worked very well up until now."" Mrs Howard made her debut speech at the Conservative Party Conference in Bournemouth last October. She used her speech on the fringe to highlight the work of a drugs charity, Addaction, which she supports. Mrs Howard has also appeared along side her husband on TV chat shows. During an interview on ITV1's This Morning she said she often criticised her husband for not showing the side of him that she knows."
PM apology over jailings,"PM apology over jailings

Tony Blair has apologised to two families who suffered one of the UK's biggest miscarriages of justice.

The prime minister was commenting on the wrongful jailing of 11 people for IRA bomb attacks on pubs in Guildford and Woolwich in 1974. Mr Blair said: ""I am very sorry that they were subject to such an ordeal and injustice."" He made the apology to members of the Conlon and Maguire families in his private room at Westminster. In a statement recorded for television, Mr Blair said the families deserved ""to be completely and publicly exonerated"".

The families had hoped the apology would be made during Prime Minister's Questions in the House of Commons. However, one of the so-called Guildford Four, Gerry Conlon - who was wrongly convicted of planting the bombs - said the families were delighted with the apology. He said Mr Blair had spoken with ""such sincerity"", adding: ""He went beyond what we thought he would, he took time to listen to everyone. ""You could see he was moved by what people were saying. ""Tony Blair has healed rifts, he is helping to heal wounds. It's a day I never thought would come."" The move followed a huge campaign in Ireland for a public apology after eleven people were wrongly convicted of making and planting the IRA bombs which killed seven people. Mr Blair's official spokesman said no-one present at the meeting would ""ever forget the strength of feeling of relief that the prime minister's statement brought to them"".

Most of those convicted were either members or friends of the two families. All were arrested because of a family connection to Gerry Conlon. Mr Conlon's father Giuseppe was arrested when travelling to London from Belfast to help his son. He died while serving his sentence. Also arrested were Anne Maguire and members of her family. Mrs Maguire was the relative with whom Giuseppe planned to stay in London, as well as two family friends. She said it was a ""wonderful feeling"" to have had the apology and that a weight had been lifted off her shoulders.

""The people who were still doubting us should now believe that we were totally innocent,"" she said. They were all jailed for handling explosives, based on scientific evidence which was later entirely discredited. In October 1989 the Court of Appeal quashed the sentences of the Guildford Four, and in June 1991 it overturned the sentences on the Maguire Seven. Mr Conlon's case was highlighted in the Oscar-nominated film In The Name Of The Father, starring Daniel Day-Lewis."
Howard rebuts asylum criticisms,"Howard rebuts asylum criticisms

Tory leader Michael Howard has gone on the offensive in response to people questioning how a son of immigrants can propose asylum quotas.

Mr Howard, whose parents fled the Nazi threat to come to the UK, says the claim would mean no-one from an immigrant family could become premier. His comments come in a BBC documentary called 'No More Mr Nasty'. TV presenter Anne Robinson said as home secretary he gave the impression he would ""like to kick your cat"". Ms Robinson, a friend of the Tory leader, also revealed that as a Cambridge student Mr Howard was ""much loved by women and he was a courteous and kind and rather dashing lover"" - although she denied having personal experience. ""I wasn't at Cambridge - and it's not personal experience - but I know people who were.""

Documentary maker Michael Cockerell was given behind-the-scenes access to Mr Howard for his film portrait. The Tory leader was asked about to respond to people who said that if there had there been a quota on immigration and asylum in the 1930s, his parents might not have been allowed into the country.

He replies: ""What is the inference of that? ""That if you reach the view that you need to control immigration in the interests of the country you're not allowed to put a view forward if you happen to be descended from immigrants? ""That seems to me an absolutely extraordinary proposition? It would certainly mean no one from immigrant parents could be prime minister.""

Ms Robinson, who presents The Weakest Link tells Cockerell that she despaired at his hardline image when he was home secretary in John Major's government. ""I used to have to sit on my hands because he'd get on television and give a passable impression of someone who'd like to kick your cat or would put your baby in prison if he cried. I mean it was very, very Draconian."" The film shows Mr Howard laughing at Rory Bremner's impression of him as Dracula, which he calls ""good fun"", apart from the serious falsehood of a comment suggesting he wants fewer black people in the UK. The film shows the private side of the Tory leader watching television at home or playing table tennis with his wife, ex-model Sandra. Asked if she enjoys a game of ping pong she confesses: ""Yeah, it would be more enjoyable if I could win occasionally too, but otherwise it's quite fun.""

Former Downing Street communications chief Alastair Campbell, now working on Labour's election campaign, says a ""touchy-feely"" image does not fit Mr Howard. He says Tony Blair was not worried by his opponents' early performance in their Commons clashes because Mr Howard lacked a ""big strategy"", including on issues like Iraq. The Tory leader brands such criticisms as ""absolutely rubbish"", arguing that he has been consistent on his support for the war but critical of Mr Blair's failure to tell the truth on intelligence. Former Tory chancellor Ken Clarke says Mr Howard has a bigger problem changing perceptions of the Tory party than his personal image. Mr Clarke says the party is improving and it is ""conceivable"" it could win the next election. But he adds: ""It has got to change itself a bit and broaden its appeal.""

- Michael Howard: No More Mr Nasty is being shown on BBC2 on Saturday 12 February at 2005 GMT."
Blair rejects Tory terror offer,"Blair rejects Tory terror offer

Tony Blair has rejected a Conservative compromise offer that could have eased the passage of anti-terror legislation.

The Tories wanted a sunset clause inserted in the Anti-Terrorism Bill that would have forced ministers to revisit it in November. Mr Blair said the bill, which brings in house arrest for terror suspects, had time limiting safeguards already. The Tories say they will vote against it unless changes they want are agreed. The Lib Dems also oppose the plans.

The government has already given way over the role of judges in house arrest cases.

Mr Blair's refusal to accept the Tories' sunset clause proposals means that the government faces concerted opposition from all sides in the Lords. Peers begin three days of detailed deliberation on the bill on Thursday. The bill proposes ""control orders"", which as well as placing terrorism suspects under house arrest could mean curfews, tagging or bans on telephone and internet use. These would replace current powers to detain foreign terror suspects without trial, which the law lords have ruled against as a breach of human rights.

The Tories want judicial oversight of all control orders, not just house arrest. Shadow Home Secretary David Davis told BBC Radio Four's the World at One his primary concern was potential miscarriages of justice. He said if someone was wrongly given a control order it would act as a ""recruiting sergeant"" for terrorists. He went on to say: ""If we don't get the amendments we regard as essential, including the sunset clause, we will vote against the bill."" In the Commons, Mr Howard said it would be ""far better if the whole of the legislation was subject to a sunset clause so Parliament could consider it all in a proper way instead of it being ramrodded through"". Mr Blair said the house arrest powers were already going to be subject to a sunset clause because it was annually renewable.

The second, less stringent, type of control orders would be subject to a court appeal within 14 days and there would be a three-monthly report on their use by ""an eminent and independent person"". ""I believe (the new powers) are a proper balance between the civil liberties of the subject and the necessary national security of this country that I will not put at risk,"" said Mr Blair. The Lib Dems plan to oppose the Bill in the Lords on Thursday. Lib Dem home affairs spokesman Mark Oaten said: ""There's a lot of talking left. I would be uneasy about supporting a very bad bill even if it was just for eight months."" A spokeswoman for Human Rights Watch said it was a ""basic principle"" that people should only be punished after a fair trial. She added: ""Having a judge impose those punishments without a trial does not sanitise them either."""
Talks held on Gibraltar's future,"Talks held on Gibraltar's future

Two days of talks on the future of Gibraltar begin at Jack Straw's country residence later on Wednesday.

Officials at the two-day summit at the foreign secretary's official Kent house, Chevening, will plan a new forum on the Rock's future. In October, Mr Straw and his Spanish counterpart Miguel Moratinos agreed to establish a body that would give Gibraltarians a voice in their future. Most Gibraltarians said in a referendum they wanted to remain British.

Gibraltar's Chief Minister Peter Caruana will represent the British citizens living on the Rock, while Britain's Europe Director Dominick Chilcott will represent the UK. Madrid is being represented by Spain's director general for Europe, Jose Maria Pons. The initiative follows Spain's socialist government's decision to put its long-standing sovereignty ambitions on hold. Gibraltarians rejected plans for the Rock's sovereignty to be shared between Britain and Spain in a referendum organised by Gibraltar government."
Crisis 'ahead in social sciences',"Crisis 'ahead in social sciences'

A national body designed to tackle skills shortages in key subjects should be set up, a committee of MPs has said.

There was an ""absolute crisis"" in the recruitment of statisticians and other social science experts, the Commons science and technology committee added. ""Major problems"" are expected over the next 10 years as the social science workforce continues to age, it said. The committee was reporting on the work, strategy and spending plans of the Economic Social Research Council.

The council aims to promote and support strategic research for social science postgraduates and provide social scientists to meet the needs of the country. It also liaises with the government and industry over their social science needs. In its report on the council's work the committee said: ""We are deeply concerned by the skills shortages afflicting, in particular, the qualitative branches of social sciences. This mirrored previous concerns the committee had expressed on shortages in the fields of maths and chemistry, it said. ""It is hard to see how significant progress towards rectifying these shortages can be made through the deployment of Economic and Social Research Council's limited resources. ""If the government is serious about addressing skills shortages in key subjects it needs to find a more effective mechanism to achieve this."" A national ""strategic capabilities fund"" to address shortages in key areas should be set up in response, the committee added."
Tsunami debt deal to be announced,"Tsunami debt deal to be announced

Chancellor Gordon Brown has said he hopes to announce a deal to suspend debt interest repayments by tsunami-hit nations later on Friday.

The agreement by the G8 group of wealthy nations would save affected countries £3bn pounds a year, he said. The deal is thought to have been hammered out on Thursday night after Japan, one of the biggest creditor nations, finally signed up to it. Mr Brown first proposed the idea earlier this week.

G8 ministers are also believed to have agreed to instruct the World Bank and the International Monetary Fund to complete a country by country analysis of the reconstruction problems faced by all states hit by the disaster. Mr Brown has been locked in talks with finance ministers of the G8, which Britain now chairs. Germany also proposed a freeze and Canada has begun its own moratorium. The expected deal comes as Foreign Secretary Jack Straw said the number of Britons dead or missing in the disaster have reached 440."
Straw to attend Auschwitz service,"Straw to attend Auschwitz service

Foreign Secretary Jack Straw will visit Auschwitz for the 60th anniversary of the former Nazi concentration camp's liberation, it has been announced.

Prince Edward will also join the UK delegation in Poland for National Holocaust Memorial Day on 27 January. Between 1.1 and 1.5 million people, mainly Jews, were killed at Auschwitz. The Tories said they were glad Mr Straw had been ""shamed"" into going, having earlier criticised the decision to send a lower-ranking official. Shadow Foreign Secretary Michael Ancram said: ""I am glad the foreign secretary has finally been shamed into representing Britain at this important act of commemoration. ""Once again this government has shown crass insensitivity until it has been forced by public opinion into doing what it should have done in the first place.""

In Britain, the Queen and Prince Philip will lead the nation's commemoration at a service in Westminster Hall, London. The Queen will also host a reception for holocaust survivors at St James's Palace. Altogether, some six million people, mainly Jews, perished in the Holocaust. The Queen's grandson, Prince Harry, sparked outrage earlier this week after photographs of him wearing a Nazi uniform at a costume party emerged. The prince, 20, apologised, but critics have called for him to go to Auschwitz for the commemoration of the Soviets' 1945 liberation of the camp. Prince Harry should see for himself ""the results of the hated symbol he so foolishly and brazenly chose to wear"", Rabbi Marvin Hier, founder of Jewish human rights group the Simon Wiesenthal Center said."
Drink remark 'acts as diversion',"Drink remark 'acts as diversion'

The first minister's statement that it was okay to get drunk ""once in a while"" has diverted attention from the real issues, it has been claimed.

Jack Law, chief executive of Alcohol Focus Scotland, said Jack McConnell's comment was ""ill-advised"". The media attention had helped to move the focus from Scotland's binge drinking problems, Mr Law said. Scotsman journalist Hamish MacDonell said he believed the bigger picture had been ""obscured"" by the remark. Mr McConnell was speaking on Monday to more than 100 secondary pupils from schools in the Highlands about the problems of binge drinking and drink promotions.

The one-sentence comment was immediately criticised by the Scottish National Party which accused him of encouraging young people to get drunk. But the Scottish Executive has insisted Mr McConnell was speaking about adults and his comments were ""a recognition that people will get drunk"". Mr MacDonell, political editor of The Scotsman, said: ""I think we have to say right at the outset that this was a very stupid and ill-advised remark by the first minister. ""If you come out with something like this, saying that by all means get drunk, then you will be pilloried for it."" However, he added that ""perhaps Mr McConnell could feel rightly aggrieved about the coverage"".

Mr MacDonell said: ""I think the problem here is that he did say a lot more things about binge drinking and under age drinking. ""But that whole side of things has been lost in the furore over one sentence. I understand why, but I think there is a much bigger message here that has been obscured."" Mr Law, from voluntary body Alcohol Focus Scotland, believed damage had been done to Scotland's fight against binge drinking. He said he accepted that young people drank and they did have problems with drink. Mr Law added: ""I think the remark was ill-advised - but these remarks are blown out of all proportion and they so easily misrepresent what we are trying to do in Scotland.

""We don't want to preach to young people, but we need to acknowledge that they do drink problematically. ""This diverts us from the real issues which are about promoting responsibility and reducing harm and indeed tackling our drinking culture which is a culture about binge drinking and drunkenness."" He said it was vital that young people were properly informed about the risks incurred to themselves and others when they got drunk. Mr MacDonell said that the first minister should know by now that if he said things which were ""off the mark"", they were bound to ""come back and bite him"". He added: ""Here, Mr McConnell was talking in the Highlands to 100 teenagers and every word he said was put out on a webcast by the Scottish Executive and then looked at by other politicians and reporters. ""I think in this instance he has done a lot of really good things and he will be regretting this remark.""

The Scottish National Party's Holyrood leader Nicola Sturgeon wrote to Mr McConnell on Tuesday accusing him of an error of judgement and calling for him to apologise for his ""ill-judged comment"" and withdraw it immediately. In a furious response, the first minister said his comments had been distorted and taken out of context. He told Ms Sturgeon: ""It is disappointing that you have contributed to this distortion by saying it is staggering that I 'should encourage young people to get drunk'. ""That is completely untrue. Perhaps it would have been wiser for you to find out what was actually said before you rushed to represent my position, undermine the convener of education at Highland Council and insult the intelligence of the young people I spoke with - all for the sake of a simple soundbite."""
Concerns at school diploma plan,"Concerns at school diploma plan

Final appeals are being made for the government not to ditch the reform plan for England's secondary schools put forward by the Tomlinson report.

The government's response to the plan for a four-tier diploma to replace all existing 14-19 qualifications is expected next week. Some are worried it could be scuppered if, as Tony Blair and Ruth Kelly have suggested, GCSEs and A-levels stay. Sir Mike Tomlinson himself was briefed only this week. He is said to be feeling more comfortable about what the government is likely to say than if he had read only what was in newspapers in the earlier part of the week. But the government was said to be still rewriting its response on Friday. ""It will be a tragedy if the government comes through with a half-hearted response,"" said the chairman of the Commons education select committee, Labour MP Barry Sheerman.

His main concern was the reports that there would be a diploma - but only to replace existing vocational qualifications. ""We must tackle head-on the structural mess that is our secondary education system,"" he wrote in the Times Educational Supplement. ""It is not the case that the academic stream in secondary is fine while the vocational route is desperately weak."" The Qualifications and Curriculum Authority (QCA) has also told the government not to ""compromise"". The QCA said the potential ""step-change in participation and attainment"" lay in the integrity of the whole diploma. ""Any partial implementation of the proposals would, in our view, compromise that integrity,"" said its chairman, Sir Anthony Greener. It is a sign of the QCA's concern that its advice went to ministers last December but was publicised only recently. But people understand that a White Paper response is government policy and has to command wider ministerial support than if it were coming only from the Department for Education and Skills. They may be content if it does not ""close too many doors"" in writing - whatever spin is put on it.

The chief inspector of schools, David Bell, also said recently that GCSEs and A-levels should go. ""One of the reasons why I'm so strongly in favour of these terms disappearing over time is that it's good for the symbols of change to be seen right across the system,"" he said. ""If we don't say this is a sea-change in education, we will miss a great opportunity."" Universities and head teachers in both the independent and state sectors have also backed the Tomlinson proposals, which include having higher grades at advanced level to differentiate between the brightest students. A note of concern has been expressed repeatedly by the employers' organisation, the CBI, which complains of a lack of skills. In an attempt to address this, the Tomlinson plan is for tests in ""functional"" maths and literacy - decidedly not GCSEs. It has been suggested the government will take steps of some sort to meet firms' concerns on this score. Another dissenter is Sir Mike Tomlinson's predecessor as chief schools inspector, Professor Chris Woodhead, who has said there is no need for such a ""massive upheaval"". The Conservative Party has put forward plans to revert to a system of having only the brightest percentage of students each year getting the top A-level grade, no matter how well the others have done."
,
,
,
,
,
,
,
,
,
,
